order_id,customer,amount,order_date
1963,Bob,796,2024-03-28
1964,Alice,50,2024-10-27
1965,David,501,2024-03-09
1966,David,415,2024-04-28
1967,David,381,2024-05-30
1968,Charlie,308,2024-11-03
1969,Charlie,533,2024-08-15
1970,Charlie,408,2024-01-12
1971,Bob,478,2024-04-13
1972,Bob,134,2024-05-31
1973,Charlie,367,2024-08-07
1974,Charlie,939,2024-04-27
1975,Bob,596,2024-05-28
1976,David,119,2024-01-22
1977,Charlie,775,2024-07-24
1978,Bob,52,2024-07-10
1979,Alice,494,2024-05-30
1980,Charlie,766,2024-04-14
1981,David,592,2024-09-26
1982,Alice,929,2024-09-24
1983,Charlie,590,2024-01-19
1984,Bob,181,2024-04-08
1985,Alice,87,2024-07-14
1986,Alice,778,2024-10-12
1987,Bob,92,2024-05-21
1988,Charlie,384,2024-11-07
1989,Bob,156,2024-10-18
1990,Alice,396,2024-04-28
1991,Alice,737,2024-01-26
1992,Charlie,313,2024-10-16
1993,David,516,2024-10-14
1994,Bob,725,2024-09-15
1995,Charlie,236,2024-12-31
1996,Charlie,443,2024-08-07
1997,David,507,2024-04-25
1998,Alice,INVALID_AMOUNT,2024-01-01
1999,Charlie,288,2024-01-19
2000,Bob,658,2024-11-30
2001,David,642,2024-01-03
2002,David,716,2024-05-04
2003,Charlie,383,2024-08-15
2004,Alice,181,2024-04-22
2005,Charlie,218,2024-11-20
2006,Alice,98,2024-05-01
2007,Bob,315,2024-07-07
2008,David,505,2024-09-01
2009,Alice,831,2024-04-01
2010,David,233,2024-07-24
2011,Charlie,347,2024-11-25
2012,David,258,2024-09-14
2013,David,651,2024-05-13
2014,Bob,500,2024-12-20
2015,Charlie,110,2024-11-10
2016,Bob,234,2024-06-23
2017,Bob,517,2024-03-11
2018,Charlie,634,2024-03-13
2019,Bob,771,2024-08-18
2020,Charlie,964,2024-08-22
2021,Charlie,56,2024-01-01
2022,David,746,2024-01-17
2023,Charlie,764,2024-08-21
2024,Alice,549,2024-05-11
2025,David,308,2024-12-03
2026,David,367,2024-03-28
2027,David,565,2024-07-22
2028,David,304,2024-07-15
2029,Charlie,199,2024-08-01
2030,Alice,669,2024-03-11
2031,Bob,494,2024-03-28
2032,Bob,82,2024-02-12
2033,Bob,862,2024-09-18
2034,Charlie,50,2024-08-24
2035,Alice,402,2024-09-16
2036,David,944,2024-04-25
2037,Alice,985,2024-08-10
2038,Bob,694,2024-09-17
2039,Charlie,456,2024-07-15
2040,Charlie,341,2024-09-17
2041,David,427,2024-01-31
2042,Bob,169,2024-03-28
2043,Alice,875,2024-07-28
2044,Bob,57,2024-09-01
2045,Alice,173,2024-03-27
2046,Charlie,316,2024-12-11
2047,David,791,2024-08-29
2048,Charlie,921,2024-07-24
2049,David,264,2024-03-29
2050,Alice,133,2024-11-05
2051,David,893,2024-01-23
2052,David,820,2024-03-05
2053,Alice,184,2024-10-22
2054,David,394,2024-09-07
2055,David,534,2024-12-13
2056,David,746,2024-03-20
2057,Alice,511,2024-03-23
2058,Charlie,814,2024-05-29
2059,Alice,810,2024-03-29
2060,Alice,999,2024-02-03
2061,Bob,762,2024-11-30
2062,David,973,2024-01-18
2063,Alice,279,2024-05-16
2064,Charlie,935,2024-09-24
2065,David,600,2024-01-19
2066,Charlie,231,2024-05-03
2067,Charlie,606,2024-12-20
2068,David,522,2024-02-27
2069,Charlie,428,2024-08-18
2070,David,113,2024-06-19
2071,Charlie,938,2024-07-18
2072,David,264,2024-10-01
2073,David,133,2024-05-28
2074,Alice,117,2024-04-09
2075,Alice,382,2024-06-08
2076,Charlie,971,2024-10-05
2077,Bob,403,2024-05-08
2078,David,922,2024-05-17
2079,Charlie,107,2024-03-19
2080,David,978,2024-03-08
2081,Bob,602,2024-05-08
2082,Bob,968,2024-03-13
2083,Charlie,174,2024-01-27
2084,Alice,775,2024-09-14
2085,Charlie,331,2024-07-14
2086,Charlie,231,2024-07-13
2087,Bob,929,2024-08-04
2088,Charlie,345,2024-04-17
2089,Bob,106,2024-10-26
2090,David,834,2024-08-15
2091,Alice,486,2024-11-21
2092,Bob,496,2024-12-21
2093,Bob,413,2024-01-21
2094,Alice,180,2024-05-05
2095,Alice,691,2024-03-14
2096,Bob,675,2024-08-12
2097,David,129,2024-02-21
2098,David,643,2024-06-30
2099,Bob,402,2024-03-05
2100,David,139,2024-03-30
2101,Charlie,418,2024-08-02
2102,Bob,711,2024-05-03
2103,David,148,2024-10-08
2104,Bob,297,2024-06-30
2105,Alice,703,2024-01-25
2106,Bob,550,2024-11-27
2107,David,768,2024-05-31
2108,Charlie,469,2024-08-25
2109,Alice,52,2024-01-17
2110,Bob,932,2024-06-26
2111,Bob,535,2024-04-02
2112,David,938,2024-12-11
2113,Charlie,889,2024-11-24
2114,Alice,507,2024-07-31
2115,Bob,906,2024-08-18
2116,Alice,660,2024-12-17
2117,David,873,2024-02-11
2118,Bob,240,2024-06-05
2119,Bob,944,2024-05-14
2120,Charlie,54,2024-11-17
2121,Charlie,939,2024-07-29
2122,Charlie,167,2024-05-31
2123,Charlie,224,2024-10-30
2124,Charlie,135,2024-01-20
2125,Charlie,842,2024-05-12
2126,Alice,812,2024-05-14
2127,David,901,2024-02-19
2128,Charlie,940,2024-01-06
2129,Bob,117,2024-03-10
2130,Bob,373,2024-03-08
2131,Alice,958,2024-05-10
2132,Alice,69,2024-01-06
2133,Bob,490,2024-08-14
2134,Charlie,335,2024-11-10
2135,Bob,180,2024-09-22
2136,Bob,348,2024-06-08
2137,Charlie,781,2024-09-13
2138,David,190,2024-04-05
2139,David,381,2024-01-25
2140,Alice,928,2024-02-16
2141,David,684,2024-01-29
2142,Charlie,279,2024-08-07
2143,Charlie,156,2024-10-20
2144,Alice,155,2024-09-24
2145,Bob,195,2024-01-27
2146,Alice,939,2024-08-11
2147,Charlie,166,2024-04-08
2148,David,141,2024-05-12
2149,David,735,2024-07-21
2150,Bob,712,2024-03-15
2151,Charlie,198,2024-09-12
2152,Bob,561,2024-12-27
2153,Alice,491,2024-02-02
2154,Alice,80,2024-02-07
2155,Alice,671,2024-05-29
2156,Bob,638,2024-09-01
2157,Bob,985,2024-08-12
2158,Alice,361,2024-02-18
2159,Bob,694,2024-08-13
2160,David,123,2024-01-09
2161,Charlie,725,2024-01-25
2162,Bob,654,2024-12-31
2163,David,992,2024-10-20
2164,Bob,618,2024-12-01
2165,Bob,942,2024-04-14
2166,Charlie,430,2024-02-24
2167,Charlie,996,2024-10-28
2168,Alice,729,2024-04-13
2169,Bob,425,2024-03-10
2170,Alice,965,2024-06-19
2171,Alice,980,2024-11-26
2172,Bob,477,2024-02-24
2173,Bob,327,2024-04-29
2174,Bob,773,2024-01-03
2175,David,451,2024-07-13
2176,Charlie,272,2024-11-15
2177,Charlie,207,2024-04-04
2178,Charlie,306,2024-04-18
2179,Charlie,927,2024-06-21
2180,Charlie,918,2024-09-02
2181,Charlie,828,2024-09-17
2182,Alice,973,2024-12-11
2183,David,134,2024-06-27
2184,David,627,2024-10-17
2185,David,532,2024-02-08
2186,Alice,811,2024-06-25
2187,Bob,722,2024-08-27
2188,Alice,918,2024-07-15
2189,Alice,140,2024-02-13
2190,David,442,2024-01-18
2191,Bob,399,2024-07-04
2192,David,873,2024-10-01
2193,Charlie,356,2024-03-24
2194,Alice,471,2024-12-31
2195,David,583,2024-09-29
2196,Alice,846,2024-02-20
2197,Alice,859,2024-12-07
2198,Bob,804,2024-02-04
2199,David,207,2024-04-07
2200,Alice,698,2024-10-23
2201,Charlie,875,2024-11-29
2202,David,62,2024-06-09
2203,Alice,920,2024-09-24
2204,Alice,864,2024-09-06
2205,David,492,2024-02-14
2206,David,146,2024-06-12
2207,Bob,253,2024-03-21
2208,Alice,197,2024-07-12
2209,Charlie,385,2024-01-04
2210,Alice,581,2024-05-20
2211,Alice,815,2024-10-08
2212,Alice,360,2024-12-16
2213,Charlie,724,2024-10-17
2214,Alice,617,2024-11-16
2215,David,559,2024-12-21
2216,David,590,2024-11-19
2217,Charlie,980,2024-06-16
2218,Bob,73,2024-07-25
2219,Charlie,674,2024-01-01
2220,Bob,500
2221,Alice,825,2024-12-09
2222,Charlie,854,2024-06-09
2223,Alice,732,2024-12-08
2224,Charlie,86,2024-04-25
2225,Charlie,496,2024-06-04
2226,David,653,2024-01-13
2227,Charlie,724,2024-01-24
2228,Bob,733,2024-11-16
2229,Alice,135,2024-02-10
2230,David,499,2024-10-09
2231,Charlie,560,2024-07-24
2232,Alice,513,2024-11-12
2233,Charlie,76,2024-08-19
2234,Alice,126,2024-10-20
2235,Bob,379,2024-04-09
2236,Charlie,507,2024-05-26
2237,Charlie,317,2024-07-16
2238,Charlie,290,2024-10-18
2239,Charlie,311,2024-01-02
2240,Bob,83,2024-02-24
2241,Alice,481,2024-08-26
2242,Bob,597,2024-07-28
2243,Charlie,637,2024-09-09
2244,Alice,446,2024-06-24
2245,Alice,974,2024-01-14
2246,Alice,545,2024-05-25
2247,David,952,2024-02-21
2248,David,346,2024-03-26
2249,David,861,2024-11-05
2250,David,756,2024-03-20
2251,Bob,970,2024-05-12
2252,Bob,159,2024-06-20
2253,Charlie,354,2024-09-25
2254,Alice,411,2024-07-26
2255,David,589,2024-03-11
2256,Alice,194,2024-02-06
2257,Charlie,414,2024-12-13
2258,David,583,2024-07-21
2259,Alice,315,2024-10-24
2260,Bob,983,2024-07-08
2261,Alice,191,2024-01-12
2262,Alice,834,2024-09-23
2263,Charlie,896,2024-01-22
2264,Alice,411,2024-12-23
2265,David,568,2024-06-30
2266,Alice,307,2024-04-10
2267,Charlie,691,2024-05-22
2268,Alice,946,2024-01-06
2269,David,693,2024-07-22
2270,David,402,2024-05-14
2271,Charlie,368,2024-10-28
2272,Bob,624,2024-12-20
2273,Charlie,407,2024-10-29
2274,Charlie,106,2024-08-25
2275,Bob,597,2024-12-19
2276,Bob,884,2024-04-11
2277,Charlie,821,2024-10-29
2278,David,576,2024-12-15
2279,Charlie,775,2024-06-27
2280,David,422,2024-07-18
2281,Charlie,569,2024-03-28
2282,Charlie,760,2024-07-13
2283,Bob,138,2024-02-28
2284,David,562,2024-08-01
2285,Charlie,612,2024-03-21
2286,David,59,2024-08-27
2287,Bob,849,2024-06-16
2288,David,496,2024-04-03
2289,Alice,947,2024-02-05
2290,Charlie,656,2024-10-29
2291,Bob,749,2024-08-31
2292,Alice,96,2024-06-14
2293,Alice,120,2024-09-07
2294,Bob,138,2024-09-04
2295,Alice,254,2024-06-07
2296,Charlie,859,2024-12-27
2297,David,696,2024-10-27
2298,Charlie,434,2024-05-15
2299,Charlie,144,2024-07-18
2300,Charlie,372,2024-06-26
2301,David,964,2024-02-08
2302,David,997,2024-03-01
2303,Bob,820,2024-04-09
2304,David,647,2024-11-14
2305,Alice,187,2024-11-23
2306,Charlie,731,2024-05-05
2307,Bob,759,2024-12-09
2308,Alice,385,2024-04-08
2309,Bob,288,2024-12-12
2310,Alice,195,2024-12-29
2311,David,799,2024-03-02
2312,Alice,387,2024-02-01
2313,Alice,159,2024-03-23
2314,David,598,2024-11-15
2315,David,52,2024-08-17
2316,Charlie,560,2024-02-16
2317,David,504,2024-08-20
2318,Charlie,227,2024-02-24
2319,Bob,974,2024-03-10
2320,David,772,2024-04-29
2321,David,989,2024-01-26
2322,Charlie,575,2024-10-20
2323,Alice,267,2024-08-16
2324,Bob,219,2024-05-22
2325,Charlie,458,2024-12-15
2326,Alice,867,2024-04-16
2327,Bob,173,2024-06-28
2328,David,509,2024-07-22
2329,Charlie,822,2024-05-31
2330,Bob,751,2024-11-30
BAD_ROW_WITH_NO_COLUMNS
2332,David,160,2024-01-27
2333,Charlie,607,2024-05-29
2334,Charlie,436,2024-03-31
2335,Bob,859,2024-06-09
2336,Charlie,550,2024-09-02
2337,Alice,123,2024-09-27
2338,Charlie,60,2024-11-22
2339,Charlie,692,2024-03-21
2340,Alice,126,2024-07-21
2341,Charlie,991,2024-07-04
2342,Charlie,297,2024-07-26
2343,Charlie,910,2024-06-11
2344,Alice,225,2024-06-29
2345,Charlie,344,2024-06-24
2346,Alice,577,2024-06-20
2347,Alice,100,2024-09-17
2348,Charlie,870,2024-12-03
2349,Charlie,537,2024-05-18
2350,Charlie,405,2024-07-25
2351,Bob,420,2024-10-09
2352,Charlie,727,2024-08-04
2353,Alice,559,2024-07-17
2354,David,346,2024-02-04
2355,Alice,788,2024-07-16
2356,Alice,470,2024-02-19
2357,Bob,131,2024-01-17
2358,Charlie,222,2024-06-13
2359,David,676,2024-11-10
2360,Charlie,698,2024-06-04
2361,Charlie,517,2024-09-15
2362,Bob,913,2024-02-11
2363,David,390,2024-05-14
2364,Charlie,664,2024-05-31
2365,David,441,2024-12-21
2366,Alice,180,2024-05-17
2367,Charlie,201,2024-08-23
2368,Bob,685,2024-07-28
2369,David,774,2024-02-27
2370,David,938,2024-07-14
2371,Bob,172,2024-02-06
2372,Bob,604,2024-05-03
2373,Bob,812,2024-02-15
2374,Alice,574,2024-09-15
2375,Bob,169,2024-03-02
2376,Alice,442,2024-05-17
2377,Alice,843,2024-04-17
2378,David,861,2024-05-02
2379,Charlie,374,2024-07-08
2380,Charlie,121,2024-02-21
2381,Bob,301,2024-12-08
2382,Charlie,786,2024-03-09
2383,Alice,542,2024-11-07
2384,Bob,708,2024-02-03
2385,Charlie,282,2024-11-29
2386,Alice,337,2024-04-29
2387,Charlie,759,2024-06-26
2388,David,892,2024-12-22
2389,Bob,974,2024-04-05
2390,Bob,394,2024-10-14
2391,Bob,108,2024-05-27
2392,Charlie,874,2024-01-07
2393,Bob,105,2024-12-12
2394,Bob,847,2024-05-07
2395,David,130,2024-12-21
2396,Charlie,721,2024-07-29
2397,Alice,571,2024-08-02
2398,Charlie,416,2024-10-31
2399,David,266,2024-08-25
2400,Charlie,848,2024-03-05
2401,Charlie,953,2024-03-19
2402,Charlie,327,2024-09-17
2403,Charlie,754,2024-12-27
2404,Bob,415,2024-11-09
2405,David,461,2024-05-06
2406,Charlie,727,2024-09-09
2407,Alice,585,2024-01-28
2408,Alice,893,2024-04-05
2409,Alice,280,2024-01-16
2410,Bob,927,2024-09-24
2411,Charlie,388,2024-08-06
2412,Alice,149,2024-10-30
2413,Bob,340,2024-03-16
2414,Alice,472,2024-06-13
2415,Bob,727,2024-08-05
2416,Alice,300,2024-01-03
2417,David,518,2024-08-25
2418,David,537,2024-05-07
2419,Alice,814,2024-11-16
2420,David,703,2024-10-02
2421,Charlie,938,2024-12-10
2422,Bob,419,2024-01-21
2423,David,915,2024-03-09
2424,Alice,614,2024-03-06
2425,Bob,774,2024-06-11
2426,Alice,425,2024-11-23
2427,David,697,2024-01-21
2428,Charlie,642,2024-01-16
2429,Alice,117,2024-12-28
2430,Charlie,431,2024-03-19
2431,Bob,885,2024-08-24
2432,Charlie,312,2024-07-07
2433,David,407,2024-08-22
2434,Alice,106,2024-01-21
2435,Charlie,610,2024-02-14
2436,Bob,58,2024-06-24
2437,Bob,291,2024-05-28
2438,Alice,392,2024-04-30
2439,David,325,2024-10-31
2440,Alice,310,2024-04-04
2441,David,384,2024-02-22
2442,David,924,2024-10-29
2443,Bob,345,2024-09-18
2444,David,812,2024-06-14
2445,Alice,467,2024-05-15
2446,Alice,689,2024-01-26
2447,Charlie,265,2024-05-29
2448,Bob,353,2024-09-17
2449,David,94,2024-04-25
2450,Alice,819,2024-09-10
2451,Charlie,422,2024-08-15
2452,Alice,272,2024-07-01
2453,David,704,2024-09-10
2454,Charlie,333,2024-05-28
2455,Charlie,120,2024-03-16
2456,Alice,872,2024-10-05
2457,Bob,636,2024-11-17
2458,Bob,162,2024-03-29
2459,Alice,322,2024-11-21
2460,Charlie,480,2024-08-29
2461,David,636,2024-12-12
2462,Bob,117,2024-08-05
2463,David,86,2024-08-12
2464,Bob,949,2024-08-10
2465,Alice,742,2024-12-20
2466,Alice,929,2024-06-22
2467,Charlie,805,2024-06-21
2468,Charlie,935,2024-03-20
2469,David,350,2024-11-16
2470,Charlie,173,2024-02-15
2471,David,586,2024-08-01
2472,Bob,377,2024-10-14
2473,David,715,2024-02-18
2474,David,317,2024-08-30
2475,Charlie,942,2024-09-24
2476,Alice,766,2024-08-09
2477,Alice,346,2024-06-02
2478,David,215,2024-02-12
2479,Bob,53,2024-11-13
2480,Charlie,901,2024-01-10
2481,Alice,648,2024-06-04
2482,David,175,2024-10-03
2483,David,909,2024-11-07
2484,Charlie,937,2024-03-07
2485,Charlie,117,2024-10-29
2486,Bob,334,2024-05-11
2487,Charlie,583,2024-02-12
2488,David,418,2024-09-22
2489,Charlie,398,2024-01-13
2490,Bob,661,2024-04-22
2491,Alice,295,2024-12-30
2492,David,649,2024-12-26
2493,Alice,637,2024-12-31
2494,Bob,164,2024-05-14
2495,Bob,947,2024-05-15
2496,Bob,798,2024-09-23
2497,Charlie,490,2024-04-01
2498,David,344,2024-08-15
2499,Bob,515,2024-06-14
2500,David,675,2024-11-20
2501,Alice,361,2024-05-31
2502,Alice,382,2024-07-24
2503,Bob,555,2024-02-06
2504,Bob,422,2024-03-02
2505,David,371,2024-01-28
2506,Alice,744,2024-06-16
2507,Charlie,247,2024-11-21
2508,David,76,2024-05-30
2509,David,712,2024-12-13
2510,Alice,466,2024-02-02
2511,Charlie,470,2024-08-09
2512,David,807,2024-05-06
2513,David,393,2024-06-24
2514,Charlie,401,2024-11-26
2515,Charlie,81,2024-06-21
2516,Alice,700,2024-04-30
2517,David,941,2024-08-30
2518,Charlie,949,2024-11-02
2519,Charlie,239,2024-12-30
2520,Charlie,193,2024-01-31
2521,Charlie,671,2024-12-01
2522,Bob,265,2024-10-22
2523,Bob,750,2024-09-30
2524,Alice,357,2024-06-21
2525,Charlie,169,2024-04-07
2526,Bob,403,2024-11-15
2527,Charlie,468,2024-04-08
2528,Charlie,528,2024-08-12
2529,David,617,2024-05-05
2530,Charlie,496,2024-12-18
2531,Alice,638,2024-03-07
2532,Alice,285,2024-06-20
2533,Charlie,444,2024-12-16
2534,Charlie,965,2024-02-15
2535,Alice,716,2024-11-08
2536,Charlie,832,2024-06-18
2537,Charlie,795,2024-07-21
2538,Alice,515,2024-01-09
2539,David,310,2024-04-26
2540,Alice,582,2024-03-28
2541,Bob,442,2024-10-08
2542,Bob,281,2024-08-26
2543,David,670,2024-02-18
2544,Bob,60,2024-05-11
2545,David,120,2024-08-12
2546,Bob,125,2024-04-30
2547,Charlie,930,2024-09-19
2548,David,926,2024-10-03
2549,David,130,2024-02-08
2550,David,568,2024-04-28
2551,David,774,2024-07-10
2552,Bob,253,2024-02-03
2553,Charlie,261,2024-01-02
2554,David,228,2024-03-14
2555,David,233,2024-01-03
2556,Charlie,659,2024-11-21
2557,Charlie,591,2024-12-15
2558,Charlie,260,2024-11-16
2559,Alice,168,2024-05-14
2560,Charlie,587,2024-12-27
2561,Charlie,755,2024-07-25
2562,David,802,2024-09-13
2563,David,965,2024-11-21
2564,Alice,872,2024-10-03
2565,Bob,254,2024-02-07
2566,Charlie,278,2024-06-11
2567,Charlie,985,2024-08-26
2568,Charlie,159,2024-09-02
2569,Alice,52,2024-08-20
2570,David,765,2024-03-01
2571,Charlie,952,2024-10-07
2572,Bob,208,2024-11-07
2573,Alice,934,2024-07-19
2574,Charlie,128,2024-09-05
2575,Alice,243,2024-10-13
2576,David,794,2024-01-01
2577,Bob,720,2024-05-13
2578,Alice,117,2024-04-07
2579,Alice,689,2024-08-09
2580,Charlie,54,2024-09-26
2581,Alice,69,2024-02-04
2582,Alice,955,2024-03-31
2583,David,755,2024-09-12
2584,Bob,968,2024-05-23
2585,Alice,300,2024-07-11
2586,Charlie,893,2024-12-01
2587,Alice,750,2024-01-20
2588,Charlie,393,2024-07-02
2589,Bob,254,2024-02-25
2590,Alice,139,2024-05-27
2591,Bob,467,2024-10-27
2592,Alice,504,2024-05-24
2593,Alice,721,2024-07-13
2594,Charlie,989,2024-02-22
2595,Bob,496,2024-11-27
2596,Alice,228,2024-04-25
2597,Alice,939,2024-07-18
2598,David,892,2024-10-22
2599,Charlie,391,2024-09-17
2600,Charlie,999,2024-02-14
2601,Alice,241,2024-07-26
2602,David,678,2024-06-23
2603,Alice,200,2024-10-20
2604,Charlie,948,2024-09-28
2605,Bob,657,2024-04-08
2606,David,855,2024-11-18
2607,Alice,595,2024-12-17
2608,David,301,2024-04-03
2609,David,377,2024-02-17
2610,Bob,473,2024-06-11
2611,Alice,514,2024-08-05
2612,Alice,861,2024-11-01
2613,David,602,2024-02-24
2614,Bob,117,2024-05-22
2615,David,519,2024-09-26
2616,Charlie,632,2024-06-28
2617,Charlie,778,2024-12-29
2618,Alice,505,2024-12-08
2619,David,951,2024-02-12
2620,Bob,231,2024-07-02
2621,Charlie,896,2024-08-18
2622,David,433,2024-04-22
2623,Alice,807,2024-08-14
2624,Alice,303,2024-08-02
2625,Bob,234,2024-05-31
2626,Charlie,847,2024-05-27
2627,Bob,484,2024-10-26
2628,Alice,663,2024-02-16
2629,David,431,2024-08-24
2630,David,68,2024-02-17
2631,Bob,433,2024-05-16
2632,Alice,301,2024-12-16
2633,Bob,348,2024-11-30
2634,David,525,2024-07-08
2635,Charlie,844,2024-03-09
2636,Charlie,623,2024-07-11
2637,Charlie,477,2024-08-25
2638,Charlie,753,2024-02-02
2639,David,477,2024-08-15
2640,Bob,908,2024-11-16
2641,David,738,2024-03-24
2642,Bob,652,2024-09-20
2643,Bob,545,2024-12-18
2644,Bob,303,2024-08-26
2645,Alice,464,2024-06-17
2646,Bob,702,2024-07-24
2647,David,813,2024-04-07
2648,Charlie,263,2024-06-11
2649,David,707,2024-12-09
2650,David,790,2024-01-27
2651,Charlie,533,2024-09-28
2652,Bob,442,2024-10-15
2653,Alice,338,2024-02-25
2654,David,105,2024-06-02
2655,Charlie,675,2024-10-27
2656,David,741,2024-01-18
2657,Charlie,164,2024-03-18
2658,David,526,2024-05-23
2659,Charlie,499,2024-11-01
2660,David,456,2024-08-13
2661,Bob,293,2024-11-28
2662,David,787,2024-05-06
2663,Alice,737,2024-11-22
2664,Charlie,697,2024-10-15
2665,David,390,2024-03-23
2666,Alice,899,2024-07-18
2667,Bob,461,2024-04-29
2668,Charlie,854,2024-12-22
2669,Charlie,318,2024-07-18
2670,Bob,595,2024-05-22
2671,David,680,2024-08-20
2672,Bob,688,2024-11-09
2673,Bob,168,2024-05-21
2674,David,966,2024-03-04
2675,Bob,621,2024-09-08
2676,Bob,139,2024-12-25
2677,Charlie,809,2024-12-11
2678,David,656,2024-04-04
2679,Charlie,162,2024-10-16
2680,Alice,907,2024-12-02
2681,Charlie,862,2024-04-06
2682,Charlie,221,2024-04-09
2683,David,696,2024-12-04
2684,Alice,644,2024-10-21
2685,Alice,704,2024-08-26
2686,Bob,716,2024-04-05
2687,Alice,712,2024-08-27
2688,Alice,295,2024-01-08
2689,Charlie,202,2024-01-14
2690,Alice,920,2024-05-17
2691,Bob,240,2024-01-03
2692,Alice,482,2024-09-27
2693,Bob,193,2024-07-10
2694,Bob,864,2024-12-28
2695,Bob,916,2024-03-01
2696,Bob,321,2024-04-25
2697,David,973,2024-04-30
2698,Charlie,593,2024-04-18
2699,David,258,2024-01-20
2700,Alice,660,2024-10-08
2701,Alice,868,2024-06-29
2702,David,934,2024-09-20
2703,Alice,417,2024-05-22
2704,David,290,2024-11-08
2705,Alice,695,2024-02-22
2706,Charlie,541,2024-01-18
2707,Bob,416,2024-12-08
2708,David,922,2024-05-21
2709,Charlie,997,2024-07-21
2710,Alice,419,2024-07-02
2711,Alice,411,2024-10-16
2712,Charlie,965,2024-01-23
2713,David,172,2024-07-10
2714,Alice,415,2024-04-05
2715,David,939,2024-02-10
2716,David,548,2024-10-16
2717,Charlie,175,2024-02-05
2718,Bob,912,2024-01-13
2719,David,880,2024-09-24
2720,Charlie,317,2024-07-20
2721,David,407,2024-02-25
2722,Alice,349,2024-08-07
2723,Charlie,76,2024-05-02
2724,Alice,717,2024-08-12
2725,Bob,463,2024-04-06
2726,Bob,328,2024-11-01
2727,Alice,717,2024-01-03
2728,Charlie,215,2024-01-17
2729,Charlie,381,2024-02-23
2730,Alice,77,2024-05-14
2731,David,653,2024-03-13
2732,Bob,585,2024-10-30
2733,Alice,795,2024-07-03
2734,David,95,2024-02-03
2735,Alice,496,2024-01-29
2736,Alice,388,2024-02-03
2737,Charlie,290,2024-05-07
2738,Bob,419,2024-11-28
2739,Bob,753,2024-04-05
2740,David,933,2024-04-12
2741,David,360,2024-08-29
2742,Charlie,827,2024-10-12
2743,Bob,996,2024-10-02
2744,David,956,2024-12-24
2745,Bob,261,2024-08-15
2746,Charlie,834,2024-03-26
2747,David,298,2024-10-29
2748,Alice,82,2024-02-14
2749,Charlie,279,2024-12-16
2750,Bob,688,2024-02-12
2751,David,508,2024-11-30
2752,David,721,2024-11-28
2753,David,497,2024-01-09
2754,David,70,2024-10-25
2755,David,862,2024-01-30
2756,Alice,694,2024-02-06
2757,Bob,805,2024-05-03
2758,Bob,143,2024-11-05
2759,Bob,179,2024-07-14
2760,Bob,615,2024-01-19
2761,David,739,2024-07-27
2762,Alice,141,2024-12-17
2763,Bob,836,2024-03-16
2764,David,639,2024-10-25
2765,David,726,2024-12-14
2766,Bob,189,2024-04-16
2767,Bob,254,2024-09-14
2768,Alice,820,2024-12-04
2769,Alice,684,2024-10-08
2770,Charlie,124,2024-10-10
2771,Charlie,267,2024-07-06
2772,Bob,131,2024-05-11
2773,David,628,2024-09-13
2774,Alice,765,2024-05-04
2775,Bob,500
2776,Charlie,847,2024-03-04
2777,Bob,814,2024-01-08
2778,Bob,541,2024-07-13
2779,David,977,2024-09-12
2780,Charlie,301,2024-04-04
2781,Alice,929,2024-03-14
2782,Alice,946,2024-06-06
2783,Charlie,952,2024-07-22
2784,David,334,2024-10-29
2785,Alice,769,2024-12-06
2786,Alice,808,2024-12-29
2787,Charlie,385,2024-02-05
2788,Charlie,315,2024-03-24
2789,Charlie,388,2024-12-25
2790,Alice,995,2024-02-27
2791,Alice,580,2024-06-18
2792,David,354,2024-11-06
2793,Charlie,541,2024-12-24
2794,Bob,937,2024-09-09
2795,Bob,784,2024-09-15
2796,Alice,675,2024-02-19
2797,David,697,2024-09-12
2798,Alice,663,2024-05-06
2799,Bob,933,2024-04-09
2800,Charlie,851,2024-09-01
2801,Charlie,233,2024-02-05
2802,Alice,573,2024-08-24
2803,Charlie,752,2024-03-17
2804,Charlie,597,2024-04-08
2805,Bob,880,2024-06-21
2806,Charlie,189,2024-12-17
2807,Alice,723,2024-04-21
2808,Charlie,510,2024-02-20
2809,Charlie,296,2024-11-20
2810,Alice,241,2024-03-26
2811,Bob,261,2024-05-06
2812,Alice,444,2024-05-24
2813,David,414,2024-06-16
2814,Alice,131,2024-11-19
2815,Alice,354,2024-10-14
2816,David,768,2024-11-03
2817,Alice,173,2024-04-06
2818,Charlie,523,2024-09-15
2819,David,234,2024-05-08
2820,David,554,2024-07-26
2821,Charlie,200,2024-11-27
2822,David,896,2024-02-15
2823,David,514,2024-12-01
2824,Bob,281,2024-03-02
2825,Charlie,268,2024-03-13
2826,Bob,98,2024-04-24
2827,Alice,290,2024-09-30
2828,Bob,362,2024-02-05
2829,Alice,948,2024-01-20
2830,Alice,942,2024-11-13
2831,David,409,2024-03-08
2832,Bob,248,2024-08-24
2833,David,127,2024-07-12
2834,David,456,2024-09-30
2835,Alice,724,2024-06-19
2836,David,744,2024-11-05
2837,Alice,235,2024-02-02
2838,Charlie,949,2024-11-29
2839,Bob,152,2024-11-25
2840,Charlie,869,2024-02-11
2841,Bob,399,2024-10-17
2842,Charlie,668,2024-06-18
2843,Alice,451,2024-06-15
2844,Charlie,223,2024-11-05
2845,Bob,729,2024-11-30
2846,Charlie,706,2024-05-18
2847,Alice,983,2024-05-30
